grp;grp2;aphgrp;perfgrp;subj;contr;contrnum;sent;item;acc;rt;cleanRT;senttype;corr;N;PerCorr;chance
LCVA;at;none;below;54001;COCS;1;CS;17;1;8168;8168;base;14;20;70;above
LCVA;at;none;below;54001;COCS;1;CS;18;1;6936;6936;base;14;20;70;above
LCVA;at;none;below;54001;COCS;1;CS;19;0;7305;7305;base;14;20;70;above
LCVA;at;none;below;54001;COCS;1;CS;20;1;11254;11254;base;14;20;70;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;1;1;6091;6091;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;2;1;5408;5408;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;3;1;8794;8794;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;4;1;4760;4760;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;5;1;5098;5098;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;6;1;6440;6440;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;7;1;5633;5633;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;8;1;4874;4874;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;9;1;10600;10600;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;10;1;24831;.;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;11;0;14338;14338;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;12;.;9929;.;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;13;1;3129;3129;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;14;1;10435;10435;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;15;1;6875;6875;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;16;1;20225;.;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;17;.;7;.;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;18;1;13273;13273;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;19;1;4000;4000;base;17;18;94,44444444;above
LCVA;at;none;normal;54001;PRO3NP;1;3NP;20;1;11109;11109;base;17;18;94,44444444;above
LCVA;at;none;below;54001;PRO3NP;1;PRO;1;0;6374;6374;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;2;1;13544;13544;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;3;0;3318;3318;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;4;0;5147;5147;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;5;1;3182;3182;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;6;1;38214;.;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;7;0;2178;2178;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;8;1;7012;7012;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;9;1;1280;1280;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;10;1;6239;6239;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;11;0;2524;2524;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;12;0;12946;12946;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;13;0;13050;13050;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;14;1;27329;.;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;15;0;13523;13523;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;16;1;3218;3218;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;17;1;3394;3394;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;18;1;10558;10558;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;19;1;2920;2920;expt;12;20;60;at
LCVA;at;none;below;54001;PRO3NP;1;PRO;20;1;11962;11962;expt;12;20;60;at
LCVA;at;none;normal;54001;PvA;1;A;1;1;8284;8284;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;2;0;4902;4902;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;3;0;7740;7740;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;4;1;4622;4622;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;5;1;11264;11264;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;6;1;10507;10507;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;7;1;1653;1653;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;8;1;23404;.;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;9;1;2482;2482;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;10;1;22386;.;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;11;1;7900;7900;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;12;1;33563;.;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;13;1;5717;5717;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;14;1;8548;8548;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;15;1;2839;2839;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;16;1;16576;.;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;17;1;4251;4251;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;18;1;69325;.;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;19;1;11541;11541;base;18;20;90;above
LCVA;at;none;normal;54001;PvA;1;A;20;1;4908;4908;base;18;20;90;above
LCVA;at;none;below;54001;PvA;1;P;1;1;5414;5414;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;2;1;3223;3223;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;3;1;1408;1408;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;4;1;14975;14975;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;5;1;1986;1986;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;6;1;9435;9435;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;7;0;1915;1915;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;8;1;18790;.;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;9;1;8917;8917;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;10;0;20314;.;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;11;1;7531;7531;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;12;0;10651;10651;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;13;0;8241;8241;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;14;1;8756;8756;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;15;1;13619;13619;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;16;1;17726;.;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;17;0;6992;6992;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;18;0;10410;10410;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;19;0;1441;1441;expt;13;20;65;at
LCVA;at;none;below;54001;PvA;1;P;20;1;5409;5409;expt;13;20;65;at
LCVA;above;none;normal;54001;REF3NP;2;3NP;1;1;6091;6091;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;2;1;5408;5408;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;3;1;8794;8794;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;4;1;4760;4760;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;5;1;5098;5098;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;6;1;6440;6440;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;7;1;5633;5633;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;8;1;4874;4874;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;9;1;10600;10600;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;10;1;24831;.;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;11;0;14338;14338;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;12;.;9929;.;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;13;1;3129;3129;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;14;1;10435;10435;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;15;1;6875;6875;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;16;1;20225;.;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;17;.;7;.;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;18;1;13273;13273;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;19;1;4000;4000;base;17;18;94,44444444;above
LCVA;above;none;normal;54001;REF3NP;2;3NP;20;1;11109;11109;base;17;18;94,44444444;above
LCVA;above;none;below;54001;REF3NP;2;REF;1;1;25618;.;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;2;1;2134;2134;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;3;1;2610;2610;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;4;1;6204;6204;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;5;1;5166;5166;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;6;1;3564;3564;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;7;1;7660;7660;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;8;1;4241;4241;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;9;0;12728;12728;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;10;1;1627;1627;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;11;1;26357;.;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;12;1;4006;4006;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;13;0;3394;3394;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;14;1;9185;9185;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;15;1;9838;9838;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;16;1;2371;2371;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;17;0;5618;5618;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;18;1;5586;5586;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;19;1;7620;7620;expt;17;20;85;above
LCVA;above;none;below;54001;REF3NP;2;REF;20;1;3746;3746;expt;17;20;85;above
LCVA;at;none;below;54001;SOPROSO;2;SO;1;1;5689;5689;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;2;1;21003;.;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;3;0;15994;.;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;4;0;6642;6642;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;5;1;18598;.;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;6;1;16099;.;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;7;0;5393;5393;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;8;0;5011;5011;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;9;1;8519;8519;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;10;1;12999;12999;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;11;0;829;829;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;12;0;7667;7667;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;13;0;6008;6008;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;14;0;15789;.;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;15;1;1132;1132;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;16;1;3980;3980;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;17;1;2671;2671;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;18;1;6975;6975;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;19;0;1012;1012;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SO;20;0;55733;.;base;10;20;50;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;1;1;8372;8372;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;2;0;18242;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;3;1;8887;8887;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;4;1;16714;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;5;1;4319;4319;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;6;1;49073;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;7;1;3857;3857;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;8;1;24937;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;9;0;7533;7533;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;10;0;23952;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;11;0;1686;1686;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;12;1;29829;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;13;0;3953;3953;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;14;0;11495;11495;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;15;1;22202;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;16;1;12276;12276;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;17;0;6288;6288;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;18;1;26812;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;19;0;2642;2642;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSO;2;SOPRO;20;0;36413;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;1;1;8372;8372;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;2;0;18242;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;3;1;8887;8887;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;4;1;16714;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;5;1;4319;4319;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;6;1;49073;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;7;1;3857;3857;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;8;1;24937;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;9;0;7533;7533;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;10;0;23952;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;11;0;1686;1686;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;12;1;29829;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;13;0;3953;3953;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;14;0;11495;11495;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;15;1;22202;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;16;1;12276;12276;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;17;0;6288;6288;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;18;1;26812;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;19;0;2642;2642;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SOPRO;20;0;36413;.;expt;11;20;55;at
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;1;1;1176;1176;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;2;1;19169;.;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;3;0;1560;1560;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;4;1;18654;.;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;5;1;5547;5547;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;6;1;21873;.;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;7;1;10201;10201;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;8;1;9602;9602;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;9;1;8761;8761;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;10;1;7688;7688;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;11;1;3326;3326;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;12;0;11310;11310;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;13;0;3329;3329;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;14;1;25673;.;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;15;1;4600;4600;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;16;0;2133;2133;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;17;0;12624;12624;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;18;1;11699;11699;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;19;0;3318;3318;base;14;20;70;above
LCVA;at;none;below;54001;SOPROSSPRO;1;SSPRO;20;1;44235;.;base;14;20;70;above
LCVA;at;none;below;54001;SOREFSO;3;SO;1;1;5689;5689;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;2;1;21003;.;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;3;0;15994;.;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;4;0;6642;6642;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;5;1;18598;.;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;6;1;16099;.;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;7;0;5393;5393;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;8;0;5011;5011;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;9;1;8519;8519;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;10;1;12999;12999;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;11;0;829;829;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;12;0;7667;7667;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;13;0;6008;6008;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;14;0;15789;.;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;15;1;1132;1132;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;16;1;3980;3980;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;17;1;2671;2671;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;18;1;6975;6975;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;19;0;1012;1012;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SO;20;0;55733;.;base;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;1;0;1235;1235;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;2;1;32417;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;3;1;12236;12236;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;4;1;3518;3518;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;5;1;4449;4449;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;6;1;19440;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;7;1;8588;8588;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;8;0;29651;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;9;1;60885;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;10;0;26173;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;11;0;5142;5142;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;12;0;5097;5097;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;13;1;10399;10399;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;14;0;9757;9757;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;15;0;4680;4680;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;16;0;24579;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;17;0;2244;2244;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;18;1;19910;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;19;0;5678;5678;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSO;3;SOREF;20;1;22488;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;1;0;1235;1235;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;2;1;32417;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;3;1;12236;12236;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;4;1;3518;3518;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;5;1;4449;4449;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;6;1;19440;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;7;1;8588;8588;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;8;0;29651;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;9;1;60885;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;10;0;26173;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;11;0;5142;5142;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;12;0;5097;5097;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;13;1;10399;10399;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;14;0;9757;9757;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;15;0;4680;4680;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;16;0;24579;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;17;0;2244;2244;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;18;1;19910;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;19;0;5678;5678;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SOREF;20;1;22488;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;1;1;2940;2940;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;2;1;7273;7273;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;3;1;14855;14855;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;4;1;3486;3486;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;5;0;15300;.;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;6;1;11811;11811;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;7;0;5349;5349;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;8;1;1536;1536;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;9;1;8808;8808;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;10;0;14572;14572;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;11;0;7420;7420;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;12;1;3965;3965;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;13;1;1990;1990;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;14;1;28812;.;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;15;0;1346;1346;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;16;1;19108;.;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;17;0;1120;1120;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;18;1;12059;12059;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;19;0;10119;10119;base;12;20;60;at
LCVA;at;none;below;54001;SOREFSSREF;1;SSREF;20;0;27864;.;base;12;20;60;at
LCVA;at;none;below;54001;SOSS;1;SO;1;1;5689;5689;expt;10;20;50;at
LCVA;at;none;below;54001;SOSS;1;SO;2;1;21003;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOSS;1;SO;3;0;15994;.;expt;10;20;50;at
LCVA;at;none;below;54001;SOSS;1;SO;4;0;6642;6642;expt;10;20;50;at
LCVA;at;none;below;54001;SOSS;1;SO;5;1;18598;.;expt;10;20;50;at
