grp;grp2;aphgrp;perfgrp;subj;contr;contrnum;sent;item;acc;rt;cleanRT;senttype;corr;N;PerCorr;chance
EC;EC;EC;EC;24004;SSPROSS;2;SS;4;1;549;549;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;5;1;1777;1771,906017;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;6;1;626;626;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;7;1;642;642;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;8;.;157;.;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;9;1;205;205;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;10;1;93;93;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;11;1;236;236;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;12;.;200;.;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;13;1;249;249;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;14;1;92;92;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;15;1;205;205;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;16;.;297;.;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;17;.;461;.;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;18;1;492;492;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;19;.;225;.;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SS;20;1;261;261;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;1;.;168;.;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;2;.;659;.;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;3;1;361;361;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;4;1;55;55;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;5;1;418;418;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;6;1;23;23;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;7;1;1389;1389;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;8;.;1465;.;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;9;1;120;120;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;10;.;180;.;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;11;.;245;.;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;12;.;1142;.;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;13;1;306;306;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;14;.;1314;.;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;15;1;661;661;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;16;1;100;100;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;17;1;327;327;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;18;1;1885;1885;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;19;.;295;.;expt;12;12;100;above
EC;EC;EC;EC;24004;SSPROSS;2;SSPRO;20;1;1068;1068;expt;12;12;100;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;1;.;712;.;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;2;0;126;126;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;3;1;237;237;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;4;1;549;549;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;5;1;1777;1771,906017;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;6;1;626;626;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;7;1;642;642;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;8;.;157;.;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;9;1;205;205;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;10;1;93;93;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;11;1;236;236;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;12;.;200;.;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;13;1;249;249;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;14;1;92;92;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;15;1;205;205;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;16;.;297;.;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;17;.;461;.;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;18;1;492;492;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;19;.;225;.;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SS;20;1;261;261;base;13;14;92,85714286;above
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;1;.;252;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;2;.;4640;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;3;.;309;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;4;.;334;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;5;.;596;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;6;.;172;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;7;.;236;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;8;.;192;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;9;0;16;16;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;10;.;268;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;11;.;251;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;12;.;174;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;13;.;269;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;14;1;193;193;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;15;.;242;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;16;1;393;393;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;17;.;248;.;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;18;1;1072;1072;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;19;0;277;277;expt;4;6;66,66666667;at
EC;EC;EC;EC;24004;SSREFSS;3;SSREF;20;1;194;194;expt;4;6;66,66666667;at
EC;EC;EC;EC;24005;COCS;1;CO;1;1;241;241;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;2;1;235;235;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;3;1;234;234;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;4;1;144;144;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;5;1;163;163;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;6;1;151;151;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;7;1;252;252;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;8;1;242;242;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;9;1;183;183;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;10;1;249;249;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;11;1;189;189;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;12;1;156;156;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;13;1;420;420;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;14;1;201;201;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;15;1;174;174;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;16;1;138;138;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;17;1;371;371;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;18;1;138;138;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;19;1;276;276;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CO;20;1;160;160;expt;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;1;1;247;247;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;2;1;535;535;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;3;1;143;143;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;4;1;469;469;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;5;1;165;165;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;6;1;413;413;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;7;1;179;179;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;8;1;621;621;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;9;1;167;167;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;10;1;179;179;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;11;1;133;133;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;12;1;167;167;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;13;1;135;135;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;14;1;142;142;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;15;1;171;171;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;16;1;176;176;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;17;1;144;144;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;18;1;144;144;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;19;1;169;169;base;20;20;100;above
EC;EC;EC;EC;24005;COCS;1;CS;20;1;150;150;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;1;1;163;163;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;2;1;161;161;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;3;1;508;508;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;4;1;177;177;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;5;1;1218;1090,563488;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;6;1;248;248;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;7;1;225;225;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;8;1;275;275;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;9;1;528;528;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;10;1;361;361;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;11;1;179;179;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;12;1;122;122;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;13;1;312;312;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;14;1;157;157;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;15;1;412;412;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;16;1;183;183;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;17;1;199;199;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;18;1;73;73;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;19;1;160;160;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;3NP;20;1;615;615;base;20;20;100;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;1;1;142;142;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;2;1;184;184;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;3;0;143;143;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;4;1;116;116;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;5;1;214;214;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;6;1;178;178;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;7;1;259;259;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;8;1;205;205;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;9;1;168;168;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;10;0;127;127;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;11;1;388;388;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;12;1;211;211;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;13;1;155;155;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;14;1;127;127;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;15;1;804;697,6875817;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;16;1;202;202;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;17;1;251;251;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;18;1;223;223;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;19;1;200;200;expt;18;20;90;above
EC;EC;EC;EC;24005;PRO3NP;1;PRO;20;1;178;178;expt;18;20;90;above
EC;EC;EC;EC;24005;PvA;1;A;1;1;309;309;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;2;1;222;222;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;3;1;156;156;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;4;1;158;158;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;5;1;209;209;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;6;1;610;610;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;7;1;229;229;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;8;1;126;126;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;9;1;258;258;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;10;1;210;210;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;11;1;188;188;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;12;1;235;235;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;13;.;61;.;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;14;1;148;148;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;15;1;166;166;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;16;1;233;233;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;17;1;210;210;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;18;1;2262;1798,905537;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;19;1;356;356;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;A;20;1;589;589;base;19;19;100;above
EC;EC;EC;EC;24005;PvA;1;P;1;1;311;311;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;2;1;685;685;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;3;1;128;128;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;4;1;201;201;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;5;1;298;298;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;6;1;178;178;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;7;1;148;148;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;8;1;2053;2053;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;9;1;341;341;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;10;1;432;432;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;11;1;123;123;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;12;1;187;187;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;13;1;257;257;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;14;1;140;140;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;15;1;356;356;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;16;1;1830;1830;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;17;1;398;398;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;18;1;333;333;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;19;1;241;241;expt;20;20;100;above
EC;EC;EC;EC;24005;PvA;1;P;20;1;781;781;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;1;1;163;163;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;2;1;161;161;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;3;1;508;508;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;4;1;177;177;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;5;1;1218;1090,563488;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;6;1;248;248;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;7;1;225;225;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;8;1;275;275;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;9;1;528;528;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;10;1;361;361;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;11;1;179;179;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;12;1;122;122;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;13;1;312;312;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;14;1;157;157;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;15;1;412;412;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;16;1;183;183;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;17;1;199;199;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;18;1;73;73;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;19;1;160;160;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;3NP;20;1;615;615;base;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;1;1;180;180;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;2;1;431;431;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;3;1;218;218;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;4;1;156;156;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;5;1;1198;1082,348507;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;6;1;141;141;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;7;1;197;197;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;8;1;299;299;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;9;1;489;489;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;10;1;156;156;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;11;1;289;289;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;12;1;200;200;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;13;1;691;691;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;14;1;193;193;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;15;1;239;239;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;16;1;204;204;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;17;1;194;194;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;18;1;163;163;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;19;1;517;517;expt;20;20;100;above
EC;EC;EC;EC;24005;REF3NP;2;REF;20;1;138;138;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;1;1;168;168;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;2;1;170;170;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;3;.;682;.;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;4;1;154;154;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;5;1;485;485;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;6;1;787;787;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;7;1;651;651;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;8;1;138;138;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;9;1;248;248;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;10;1;134;134;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;11;1;133;133;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;12;1;170;170;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;13;1;145;145;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;14;1;4534;3571,09826;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;15;1;204;204;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;16;1;149;149;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;17;.;1063;.;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;18;1;222;222;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;19;1;188;188;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SO;20;1;107;107;base;18;18;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;1;1;77;77;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;2;1;273;273;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;3;1;573;573;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;4;1;124;124;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;5;1;206;206;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;6;1;471;471;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;7;1;209;209;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;8;1;144;144;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;9;1;84;84;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;10;1;181;181;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;11;1;168;168;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;12;1;277;277;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;13;1;297;297;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;14;1;160;160;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;15;1;165;165;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;16;1;164;164;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;17;1;175;175;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;18;1;141;141;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;19;1;122;122;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSO;2;SOPRO;20;1;197;197;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;1;1;77;77;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;2;1;273;273;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;3;1;573;573;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;4;1;124;124;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;5;1;206;206;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;6;1;471;471;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;7;1;209;209;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;8;1;144;144;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;9;1;84;84;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;10;1;181;181;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;11;1;168;168;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;12;1;277;277;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;13;1;297;297;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;14;1;160;160;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;15;1;165;165;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;16;1;164;164;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;17;1;175;175;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;18;1;141;141;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;19;1;122;122;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SOPRO;20;1;197;197;expt;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SSPRO;1;1;209;209;base;20;20;100;above
EC;EC;EC;EC;24005;SOPROSSPRO;1;SSPRO;2;1;196;196;base;20;20;100;above
