"grp" "aphgrp" "subj" "contr" "sent" "item" "seg" "acc" "rt" "senttype"
"63212" "EC" "EC" 24028 "SOSS" "SS" 16 "b" 1 373 "base"
"63213" "EC" "EC" 24028 "SOSS" "SS" 16 "c" 1 243 "base"
"63214" "EC" "EC" 24028 "SOSS" "SS" 16 "d" 1 289 "base"
"63215" "EC" "EC" 24028 "SOSS" "SS" 16 "e" 1 352 "base"
"63216" "EC" "EC" 24028 "SOSS" "SS" 16 "f" 1 NA "base"
"63217" "EC" "EC" 24028 "SOSS" "SS" 17 "a" 1 194 "base"
"63218" "EC" "EC" 24028 "SOSS" "SS" 17 "b" 1 371 "base"
"63219" "EC" "EC" 24028 "SOSS" "SS" 17 "c" 1 217 "base"
"63220" "EC" "EC" 24028 "SOSS" "SS" 17 "d" 1 289 "base"
"63221" "EC" "EC" 24028 "SOSS" "SS" 17 "e" 1 309 "base"
"63222" "EC" "EC" 24028 "SOSS" "SS" 17 "f" 1 NA "base"
"63223" "EC" "EC" 24028 "SOSS" "SS" 18 "a" 1 206 "base"
"63224" "EC" "EC" 24028 "SOSS" "SS" 18 "b" 1 255 "base"
"63225" "EC" "EC" 24028 "SOSS" "SS" 18 "c" 1 290 "base"
"63226" "EC" "EC" 24028 "SOSS" "SS" 18 "d" 1 269 "base"
"63227" "EC" "EC" 24028 "SOSS" "SS" 18 "e" 1 357 "base"
"63228" "EC" "EC" 24028 "SOSS" "SS" 18 "f" 1 NA "base"
"63229" "EC" "EC" 24028 "SOSS" "SS" 19 "a" 1 358 "base"
"63230" "EC" "EC" 24028 "SOSS" "SS" 19 "b" 1 622 "base"
"63231" "EC" "EC" 24028 "SOSS" "SS" 19 "c" 1 231 "base"
"63232" "EC" "EC" 24028 "SOSS" "SS" 19 "d" 1 477 "base"
"63233" "EC" "EC" 24028 "SOSS" "SS" 19 "e" 1 470 "base"
"63234" "EC" "EC" 24028 "SOSS" "SS" 19 "f" 1 NA "base"
"63235" "EC" "EC" 24028 "SOSS" "SS" 20 "a" 1 706 "base"
"63236" "EC" "EC" 24028 "SOSS" "SS" 20 "b" 1 357 "base"
"63237" "EC" "EC" 24028 "SOSS" "SS" 20 "c" 1 199 "base"
"63238" "EC" "EC" 24028 "SOSS" "SS" 20 "d" 1 234 "base"
"63239" "EC" "EC" 24028 "SOSS" "SS" 20 "e" 1 471 "base"
"63240" "EC" "EC" 24028 "SOSS" "SS" 20 "f" 1 NA "base"
"63939" "EC" "EC" 24029 "SOSS" "SO" 1 "a" 1 681 "expt"
"63940" "EC" "EC" 24029 "SOSS" "SO" 1 "b" 1 790 "expt"
"63941" "EC" "EC" 24029 "SOSS" "SO" 1 "c" 1 1173 "expt"
"63942" "EC" "EC" 24029 "SOSS" "SO" 1 "d" 1 817 "expt"
"63943" "EC" "EC" 24029 "SOSS" "SO" 1 "e" 1 1343 "expt"
"63944" "EC" "EC" 24029 "SOSS" "SO" 1 "f" 1 NA "expt"
"63945" "EC" "EC" 24029 "SOSS" "SO" 2 "a" 0 548 "expt"
"63946" "EC" "EC" 24029 "SOSS" "SO" 2 "b" 0 991 "expt"
"63947" "EC" "EC" 24029 "SOSS" "SO" 2 "c" 0 1136 "expt"
"63948" "EC" "EC" 24029 "SOSS" "SO" 2 "d" 0 880 "expt"
"63949" "EC" "EC" 24029 "SOSS" "SO" 2 "e" 0 1121 "expt"
"63950" "EC" "EC" 24029 "SOSS" "SO" 2 "f" 0 NA "expt"
"63951" "EC" "EC" 24029 "SOSS" "SO" 3 "a" 0 988 "expt"
"63952" "EC" "EC" 24029 "SOSS" "SO" 3 "b" 0 1773 "expt"
"63953" "EC" "EC" 24029 "SOSS" "SO" 3 "c" 0 1149 "expt"
"63954" "EC" "EC" 24029 "SOSS" "SO" 3 "d" 0 1620 "expt"
"63955" "EC" "EC" 24029 "SOSS" "SO" 3 "e" 0 1967 "expt"
"63956" "EC" "EC" 24029 "SOSS" "SO" 3 "f" 0 NA "expt"
"63957" "EC" "EC" 24029 "SOSS" "SO" 4 "a" 1 945 "expt"
"63958" "EC" "EC" 24029 "SOSS" "SO" 4 "b" 1 544 "expt"
"63959" "EC" "EC" 24029 "SOSS" "SO" 4 "c" 1 342 "expt"
"63960" "EC" "EC" 24029 "SOSS" "SO" 4 "d" 1 557 "expt"
"63961" "EC" "EC" 24029 "SOSS" "SO" 4 "e" 1 554 "expt"
"63962" "EC" "EC" 24029 "SOSS" "SO" 4 "f" 1 NA "expt"
"63963" "EC" "EC" 24029 "SOSS" "SO" 5 "a" 0 2293 "expt"
"63964" "EC" "EC" 24029 "SOSS" "SO" 5 "b" 0 1144 "expt"
"63965" "EC" "EC" 24029 "SOSS" "SO" 5 "c" 0 1535 "expt"
"63966" "EC" "EC" 24029 "SOSS" "SO" 5 "d" 0 2184 "expt"
"63967" "EC" "EC" 24029 "SOSS" "SO" 5 "e" 0 1174 "expt"
"63968" "EC" "EC" 24029 "SOSS" "SO" 5 "f" 0 NA "expt"
"63969" "EC" "EC" 24029 "SOSS" "SO" 6 "b" 1 1665 "expt"
"63970" "EC" "EC" 24029 "SOSS" "SO" 6 "c" 1 2324 "expt"
"63971" "EC" "EC" 24029 "SOSS" "SO" 6 "d" 1 1519 "expt"
"63972" "EC" "EC" 24029 "SOSS" "SO" 6 "e" 1 887 "expt"
"63973" "EC" "EC" 24029 "SOSS" "SO" 6 "f" 1 NA "expt"
"63974" "EC" "EC" 24029 "SOSS" "SO" 7 "a" 1 3769 "expt"
"63975" "EC" "EC" 24029 "SOSS" "SO" 7 "b" 1 817 "expt"
"63976" "EC" "EC" 24029 "SOSS" "SO" 7 "c" 1 1047 "expt"
"63977" "EC" "EC" 24029 "SOSS" "SO" 7 "d" 1 2733 "expt"
"63978" "EC" "EC" 24029 "SOSS" "SO" 7 "e" 1 1056 "expt"
"63979" "EC" "EC" 24029 "SOSS" "SO" 7 "f" 1 NA "expt"
"63980" "EC" "EC" 24029 "SOSS" "SO" 8 "a" 1 715 "expt"
"63981" "EC" "EC" 24029 "SOSS" "SO" 8 "b" 1 1033 "expt"
"63982" "EC" "EC" 24029 "SOSS" "SO" 8 "c" 1 701 "expt"
"63983" "EC" "EC" 24029 "SOSS" "SO" 8 "d" 1 1139 "expt"
"63984" "EC" "EC" 24029 "SOSS" "SO" 8 "e" 1 2626 "expt"
"63985" "EC" "EC" 24029 "SOSS" "SO" 8 "f" 1 NA "expt"
"63986" "EC" "EC" 24029 "SOSS" "SO" 9 "a" 0 1590 "expt"
"63987" "EC" "EC" 24029 "SOSS" "SO" 9 "b" 0 1977 "expt"
"63988" "EC" "EC" 24029 "SOSS" "SO" 9 "c" 0 1182 "expt"
"63989" "EC" "EC" 24029 "SOSS" "SO" 9 "d" 0 2441 "expt"
"63990" "EC" "EC" 24029 "SOSS" "SO" 9 "e" 0 1499 "expt"
"63991" "EC" "EC" 24029 "SOSS" "SO" 9 "f" 0 NA "expt"
"63992" "EC" "EC" 24029 "SOSS" "SO" 10 "a" 1 128 "expt"
"63993" "EC" "EC" 24029 "SOSS" "SO" 10 "b" 1 650 "expt"
"63994" "EC" "EC" 24029 "SOSS" "SO" 10 "c" 1 567 "expt"
"63995" "EC" "EC" 24029 "SOSS" "SO" 10 "d" 1 435 "expt"
"63996" "EC" "EC" 24029 "SOSS" "SO" 10 "e" 1 709 "expt"
"63997" "EC" "EC" 24029 "SOSS" "SO" 10 "f" 1 NA "expt"
"63998" "EC" "EC" 24029 "SOSS" "SO" 11 "a" 1 2035 "expt"
"63999" "EC" "EC" 24029 "SOSS" "SO" 11 "b" 1 1029 "expt"
"64000" "EC" "EC" 24029 "SOSS" "SO" 11 "c" 1 1359 "expt"
"64001" "EC" "EC" 24029 "SOSS" "SO" 11 "d" 1 2966 "expt"
"64002" "EC" "EC" 24029 "SOSS" "SO" 11 "e" 1 1067 "expt"
"64003" "EC" "EC" 24029 "SOSS" "SO" 11 "f" 1 NA "expt"
"64004" "EC" "EC" 24029 "SOSS" "SO" 12 "a" 1 329 "expt"
"64005" "EC" "EC" 24029 "SOSS" "SO" 12 "b" 1 681 "expt"
"64006" "EC" "EC" 24029 "SOSS" "SO" 12 "c" 1 341 "expt"
"64007" "EC" "EC" 24029 "SOSS" "SO" 12 "d" 1 483 "expt"
"64008" "EC" "EC" 24029 "SOSS" "SO" 12 "e" 1 381 "expt"
"64009" "EC" "EC" 24029 "SOSS" "SO" 12 "f" 1 NA "expt"
"64010" "EC" "EC" 24029 "SOSS" "SO" 13 "a" 1 2481 "expt"
"64011" "EC" "EC" 24029 "SOSS" "SO" 13 "b" 1 789 "expt"
"64012" "EC" "EC" 24029 "SOSS" "SO" 13 "c" 1 909 "expt"
"64013" "EC" "EC" 24029 "SOSS" "SO" 13 "d" 1 3661 "expt"
"64014" "EC" "EC" 24029 "SOSS" "SO" 13 "e" 1 634 "expt"
"64015" "EC" "EC" 24029 "SOSS" "SO" 13 "f" 1 NA "expt"
"64016" "EC" "EC" 24029 "SOSS" "SO" 14 "a" 1 683 "expt"
"64017" "EC" "EC" 24029 "SOSS" "SO" 14 "b" 1 657 "expt"
"64018" "EC" "EC" 24029 "SOSS" "SO" 14 "c" 1 749 "expt"
"64019" "EC" "EC" 24029 "SOSS" "SO" 14 "d" 1 1188 "expt"
"64020" "EC" "EC" 24029 "SOSS" "SO" 14 "e" 1 907 "expt"
"64021" "EC" "EC" 24029 "SOSS" "SO" 14 "f" 1 NA "expt"
"64022" "EC" "EC" 24029 "SOSS" "SO" 15 "a" 1 2954 "expt"
"64023" "EC" "EC" 24029 "SOSS" "SO" 15 "b" 1 2629 "expt"
"64024" "EC" "EC" 24029 "SOSS" "SO" 15 "c" 1 2851 "expt"
"64025" "EC" "EC" 24029 "SOSS" "SO" 15 "d" 1 1559 "expt"
"64026" "EC" "EC" 24029 "SOSS" "SO" 15 "f" 1 NA "expt"
"64027" "EC" "EC" 24029 "SOSS" "SO" 16 "a" 1 364 "expt"
"64028" "EC" "EC" 24029 "SOSS" "SO" 16 "b" 1 501 "expt"
"64029" "EC" "EC" 24029 "SOSS" "SO" 16 "c" 1 559 "expt"
"64030" "EC" "EC" 24029 "SOSS" "SO" 16 "d" 1 481 "expt"
"64031" "EC" "EC" 24029 "SOSS" "SO" 16 "e" 1 762 "expt"
"64032" "EC" "EC" 24029 "SOSS" "SO" 16 "f" 1 NA "expt"
"64033" "EC" "EC" 24029 "SOSS" "SO" 17 "a" 1 2121 "expt"
"64034" "EC" "EC" 24029 "SOSS" "SO" 17 "b" 1 1621 "expt"
"64035" "EC" "EC" 24029 "SOSS" "SO" 17 "c" 1 1841 "expt"
"64036" "EC" "EC" 24029 "SOSS" "SO" 17 "d" 1 1297 "expt"
"64037" "EC" "EC" 24029 "SOSS" "SO" 17 "e" 1 3329 "expt"
"64038" "EC" "EC" 24029 "SOSS" "SO" 17 "f" 1 NA "expt"
"64039" "EC" "EC" 24029 "SOSS" "SO" 18 "a" 0 207 "expt"
"64040" "EC" "EC" 24029 "SOSS" "SO" 18 "b" 0 754 "expt"
"64041" "EC" "EC" 24029 "SOSS" "SO" 18 "c" 0 565 "expt"
"64042" "EC" "EC" 24029 "SOSS" "SO" 18 "d" 0 814 "expt"
"64043" "EC" "EC" 24029 "SOSS" "SO" 18 "e" 0 2258 "expt"
"64044" "EC" "EC" 24029 "SOSS" "SO" 18 "f" 0 NA "expt"
"64045" "EC" "EC" 24029 "SOSS" "SO" 19 "a" 1 2722 "expt"
"64046" "EC" "EC" 24029 "SOSS" "SO" 19 "b" 1 949 "expt"
"64047" "EC" "EC" 24029 "SOSS" "SO" 19 "c" 1 1908 "expt"
"64048" "EC" "EC" 24029 "SOSS" "SO" 19 "d" 1 3157 "expt"
"64049" "EC" "EC" 24029 "SOSS" "SO" 19 "e" 1 977 "expt"
"64050" "EC" "EC" 24029 "SOSS" "SO" 19 "f" 1 NA "expt"
"64051" "EC" "EC" 24029 "SOSS" "SO" 20 "a" 0 768 "expt"
"64052" "EC" "EC" 24029 "SOSS" "SO" 20 "b" 0 590 "expt"
"64053" "EC" "EC" 24029 "SOSS" "SO" 20 "c" 0 924 "expt"
"64054" "EC" "EC" 24029 "SOSS" "SO" 20 "d" 0 891 "expt"
"64055" "EC" "EC" 24029 "SOSS" "SO" 20 "e" 0 1221 "expt"
"64056" "EC" "EC" 24029 "SOSS" "SO" 20 "f" 0 NA "expt"
"65497" "EC" "EC" 24029 "SOSS" "SS" 1 "a" 1 1671 "base"
"65498" "EC" "EC" 24029 "SOSS" "SS" 1 "b" 1 1875 "base"
"65499" "EC" "EC" 24029 "SOSS" "SS" 1 "c" 1 1167 "base"
"65500" "EC" "EC" 24029 "SOSS" "SS" 1 "d" 1 2835 "base"
"65501" "EC" "EC" 24029 "SOSS" "SS" 1 "e" 1 1181 "base"
"65502" "EC" "EC" 24029 "SOSS" "SS" 1 "f" 1 NA "base"
"65503" "EC" "EC" 24029 "SOSS" "SS" 2 "a" 1 707 "base"
"65504" "EC" "EC" 24029 "SOSS" "SS" 2 "b" 1 360 "base"
"65505" "EC" "EC" 24029 "SOSS" "SS" 2 "c" 1 266 "base"
"65506" "EC" "EC" 24029 "SOSS" "SS" 2 "d" 1 215 "base"
"65507" "EC" "EC" 24029 "SOSS" "SS" 2 "e" 1 605 "base"
"65508" "EC" "EC" 24029 "SOSS" "SS" 2 "f" 1 NA "base"
"65509" "EC" "EC" 24029 "SOSS" "SS" 3 "a" 1 719 "base"
"65510" "EC" "EC" 24029 "SOSS" "SS" 3 "b" 1 827 "base"
"65511" "EC" "EC" 24029 "SOSS" "SS" 3 "c" 1 1419 "base"
"65512" "EC" "EC" 24029 "SOSS" "SS" 3 "d" 1 2029 "base"
"65513" "EC" "EC" 24029 "SOSS" "SS" 3 "e" 1 1103 "base"
"65514" "EC" "EC" 24029 "SOSS" "SS" 3 "f" 1 NA "base"
"65515" "EC" "EC" 24029 "SOSS" "SS" 4 "a" 1 616 "base"
"65516" "EC" "EC" 24029 "SOSS" "SS" 4 "b" 1 239 "base"
"65517" "EC" "EC" 24029 "SOSS" "SS" 4 "c" 1 338 "base"
"65518" "EC" "EC" 24029 "SOSS" "SS" 4 "d" 1 381 "base"
"65519" "EC" "EC" 24029 "SOSS" "SS" 4 "e" 1 347 "base"
"65520" "EC" "EC" 24029 "SOSS" "SS" 4 "f" 1 NA "base"
"65521" "EC" "EC" 24029 "SOSS" "SS" 5 "a" 1 1863 "base"
"65522" "EC" "EC" 24029 "SOSS" "SS" 5 "b" 1 557 "base"
"65523" "EC" "EC" 24029 "SOSS" "SS" 5 "c" 1 875 "base"
"65524" "EC" "EC" 24029 "SOSS" "SS" 5 "d" 1 1647 "base"
"65525" "EC" "EC" 24029 "SOSS" "SS" 5 "e" 1 1271 "base"
"65526" "EC" "EC" 24029 "SOSS" "SS" 5 "f" 1 NA "base"
"65527" "EC" "EC" 24029 "SOSS" "SS" 6 "a" 1 354 "base"
"65528" "EC" "EC" 24029 "SOSS" "SS" 6 "b" 1 551 "base"
"65529" "EC" "EC" 24029 "SOSS" "SS" 6 "c" 1 427 "base"
"65530" "EC" "EC" 24029 "SOSS" "SS" 6 "d" 1 472 "base"
"65531" "EC" "EC" 24029 "SOSS" "SS" 6 "e" 1 579 "base"
"65532" "EC" "EC" 24029 "SOSS" "SS" 6 "f" 1 NA "base"
"65533" "EC" "EC" 24029 "SOSS" "SS" 7 "a" 1 996 "base"
"65534" "EC" "EC" 24029 "SOSS" "SS" 7 "b" 1 1236 "base"
"65535" "EC" "EC" 24029 "SOSS" "SS" 7 "c" 1 812 "base"
"65536" "EC" "EC" 24029 "SOSS" "SS" 7 "d" 1 1347 "base"
"65537" "EC" "EC" 24029 "SOSS" "SS" 7 "e" 1 1165 "base"
"65538" "EC" "EC" 24029 "SOSS" "SS" 7 "f" 1 NA "base"
"65539" "EC" "EC" 24029 "SOSS" "SS" 8 "a" 1 179 "base"
"65540" "EC" "EC" 24029 "SOSS" "SS" 8 "b" 1 438 "base"
"65541" "EC" "EC" 24029 "SOSS" "SS" 8 "c" 1 107 "base"
"65542" "EC" "EC" 24029 "SOSS" "SS" 8 "d" 1 433 "base"
"65543" "EC" "EC" 24029 "SOSS" "SS" 8 "e" 1 613 "base"
"65544" "EC" "EC" 24029 "SOSS" "SS" 8 "f" 1 NA "base"
"65545" "EC" "EC" 24029 "SOSS" "SS" 9 "a" 1 1622 "base"
"65546" "EC" "EC" 24029 "SOSS" "SS" 9 "b" 1 598 "base"
"65547" "EC" "EC" 24029 "SOSS" "SS" 9 "c" 1 1064 "base"
"65548" "EC" "EC" 24029 "SOSS" "SS" 9 "d" 1 2135 "base"
"65549" "EC" "EC" 24029 "SOSS" "SS" 9 "e" 1 970 "base"
"65550" "EC" "EC" 24029 "SOSS" "SS" 9 "f" 1 NA "base"
"65551" "EC" "EC" 24029 "SOSS" "SS" 10 "a" 1 528 "base"
"65552" "EC" "EC" 24029 "SOSS" "SS" 10 "b" 1 596 "base"
"65553" "EC" "EC" 24029 "SOSS" "SS" 10 "c" 1 307 "base"
"65554" "EC" "EC" 24029 "SOSS" "SS" 10 "d" 1 85 "base"
"65555" "EC" "EC" 24029 "SOSS" "SS" 10 "e" 1 883 "base"
"65556" "EC" "EC" 24029 "SOSS" "SS" 10 "f" 1 NA "base"
"65557" "EC" "EC" 24029 "SOSS" "SS" 11 "a" 1 1283 "base"
"65558" "EC" "EC" 24029 "SOSS" "SS" 11 "b" 1 1189 "base"
"65559" "EC" "EC" 24029 "SOSS" "SS" 11 "c" 1 1758 "base"
"65560" "EC" "EC" 24029 "SOSS" "SS" 11 "d" 1 1947 "base"
"65561" "EC" "EC" 24029 "SOSS" "SS" 11 "e" 1 2377 "base"
"65562" "EC" "EC" 24029 "SOSS" "SS" 11 "f" 1 NA "base"
"65563" "EC" "EC" 24029 "SOSS" "SS" 12 "a" 1 174 "base"
"65564" "EC" "EC" 24029 "SOSS" "SS" 12 "b" 1 346 "base"
"65565" "EC" "EC" 24029 "SOSS" "SS" 12 "c" 1 117 "base"
"65566" "EC" "EC" 24029 "SOSS" "SS" 12 "d" 1 112 "base"
"65567" "EC" "EC" 24029 "SOSS" "SS" 12 "e" 1 139 "base"
"65568" "EC" "EC" 24029 "SOSS" "SS" 12 "f" 1 NA "base"
"65569" "EC" "EC" 24029 "SOSS" "SS" 13 "a" 0 1556 "base"
"65570" "EC" "EC" 24029 "SOSS" "SS" 13 "b" 0 781 "base"
"65571" "EC" "EC" 24029 "SOSS" "SS" 13 "c" 0 1944 "base"
"65572" "EC" "EC" 24029 "SOSS" "SS" 13 "d" 0 1131 "base"
"65573" "EC" "EC" 24029 "SOSS" "SS" 13 "e" 0 1613 "base"
"65574" "EC" "EC" 24029 "SOSS" "SS" 13 "f" 0 NA "base"
"65575" "EC" "EC" 24029 "SOSS" "SS" 14 "a" 1 999 "base"
"65576" "EC" "EC" 24029 "SOSS" "SS" 14 "b" 1 827 "base"
"65577" "EC" "EC" 24029 "SOSS" "SS" 14 "c" 1 479 "base"
"65578" "EC" "EC" 24029 "SOSS" "SS" 14 "d" 1 341 "base"
"65579" "EC" "EC" 24029 "SOSS" "SS" 14 "e" 1 1189 "base"
"65580" "EC" "EC" 24029 "SOSS" "SS" 14 "f" 1 NA "base"
"65581" "EC" "EC" 24029 "SOSS" "SS" 15 "a" 1 815 "base"
"65582" "EC" "EC" 24029 "SOSS" "SS" 15 "b" 1 719 "base"
"65583" "EC" "EC" 24029 "SOSS" "SS" 15 "c" 1 1083 "base"
"65584" "EC" "EC" 24029 "SOSS" "SS" 15 "d" 1 1171 "base"
"65585" "EC" "EC" 24029 "SOSS" "SS" 15 "e" 1 1395 "base"
"65586" "EC" "EC" 24029 "SOSS" "SS" 15 "f" 1 NA "base"
"65587" "EC" "EC" 24029 "SOSS" "SS" 16 "a" 1 419 "base"
"65588" "EC" "EC" 24029 "SOSS" "SS" 16 "b" 1 405 "base"
"65589" "EC" "EC" 24029 "SOSS" "SS" 16 "c" 1 451 "base"
"65590" "EC" "EC" 24029 "SOSS" "SS" 16 "d" 1 601 "base"
"65591" "EC" "EC" 24029 "SOSS" "SS" 16 "e" 1 688 "base"
"65592" "EC" "EC" 24029 "SOSS" "SS" 16 "f" 1 NA "base"
"65593" "EC" "EC" 24029 "SOSS" "SS" 17 "a" 1 1280 "base"
"65594" "EC" "EC" 24029 "SOSS" "SS" 17 "b" 1 1627 "base"
"65595" "EC" "EC" 24029 "SOSS" "SS" 17 "c" 1 2442 "base"
"65596" "EC" "EC" 24029 "SOSS" "SS" 17 "d" 1 944 "base"
"65597" "EC" "EC" 24029 "SOSS" "SS" 17 "e" 1 2613 "base"
"65598" "EC" "EC" 24029 "SOSS" "SS" 17 "f" 1 NA "base"
"65599" "EC" "EC" 24029 "SOSS" "SS" 18 "a" 0 1054 "base"
"65600" "EC" "EC" 24029 "SOSS" "SS" 18 "b" 0 511 "base"
"65601" "EC" "EC" 24029 "SOSS" "SS" 18 "c" 0 523 "base"
"65602" "EC" "EC" 24029 "SOSS" "SS" 18 "d" 0 612 "base"
"65603" "EC" "EC" 24029 "SOSS" "SS" 18 "e" 0 836 "base"
"65604" "EC" "EC" 24029 "SOSS" "SS" 18 "f" 0 NA "base"
"65605" "EC" "EC" 24029 "SOSS" "SS" 19 "a" 1 1511 "base"
"65606" "EC" "EC" 24029 "SOSS" "SS" 19 "b" 1 679 "base"
"65607" "EC" "EC" 24029 "SOSS" "SS" 19 "c" 1 583 "base"
"65608" "EC" "EC" 24029 "SOSS" "SS" 19 "d" 1 1220 "base"
"65609" "EC" "EC" 24029 "SOSS" "SS" 19 "e" 1 1287 "base"
"65610" "EC" "EC" 24029 "SOSS" "SS" 19 "f" 1 NA "base"
"65611" "EC" "EC" 24029 "SOSS" "SS" 20 "a" 1 147 "base"
"65612" "EC" "EC" 24029 "SOSS" "SS" 20 "b" 1 325 "base"
"65613" "EC" "EC" 24029 "SOSS" "SS" 20 "c" 1 247 "base"
"65614" "EC" "EC" 24029 "SOSS" "SS" 20 "d" 1 507 "base"
"65615" "EC" "EC" 24029 "SOSS" "SS" 20 "e" 1 511 "base"
"65616" "EC" "EC" 24029 "SOSS" "SS" 20 "f" 1 NA "base"
"67721" "EC" "EC" 24030 "SOSS" "SO" 1 "a" 1 164 "expt"
"67722" "EC" "EC" 24030 "SOSS" "SO" 1 "b" 1 47 "expt"
"67723" "EC" "EC" 24030 "SOSS" "SO" 1 "c" 1 76 "expt"
"67724" "EC" "EC" 24030 "SOSS" "SO" 1 "d" 1 521 "expt"
"67725" "EC" "EC" 24030 "SOSS" "SO" 1 "e" 1 3271 "expt"
"67726" "EC" "EC" 24030 "SOSS" "SO" 1 "f" 1 NA "expt"
"67727" "EC" "EC" 24030 "SOSS" "SO" 2 "a" 1 61 "expt"
"67728" "EC" "EC" 24030 "SOSS" "SO" 2 "b" 1 343 "expt"
"67729" "EC" "EC" 24030 "SOSS" "SO" 2 "c" 1 345 "expt"
"67730" "EC" "EC" 24030 "SOSS" "SO" 2 "d" 1 1362 "expt"
"67731" "EC" "EC" 24030 "SOSS" "SO" 2 "e" 1 592 "expt"
"67732" "EC" "EC" 24030 "SOSS" "SO" 2 "f" 1 NA "expt"
"67733" "EC" "EC" 24030 "SOSS" "SO" 3 "a" 1 657 "expt"
"67734" "EC" "EC" 24030 "SOSS" "SO" 3 "b" 1 580 "expt"
"67735" "EC" "EC" 24030 "SOSS" "SO" 3 "c" 1 461 "expt"
"67736" "EC" "EC" 24030 "SOSS" "SO" 3 "d" 1 619 "expt"
"67737" "EC" "EC" 24030 "SOSS" "SO" 3 "e" 1 974 "expt"
"67738" "EC" "EC" 24030 "SOSS" "SO" 3 "f" 1 NA "expt"
"67739" "EC" "EC" 24030 "SOSS" "SO" 5 "a" 0 81 "expt"
"67740" "EC" "EC" 24030 "SOSS" "SO" 5 "b" 0 449 "expt"
"67741" "EC" "EC" 24030 "SOSS" "SO" 5 "c" 0 255 "expt"
"67742" "EC" "EC" 24030 "SOSS" "SO" 5 "d" 0 951 "expt"
"67743" "EC" "EC" 24030 "SOSS" "SO" 5 "e" 0 710 "expt"
"67744" "EC" "EC" 24030 "SOSS" "SO" 5 "f" 0 NA "expt"
"67745" "EC" "EC" 24030 "SOSS" "SO" 6 "a" 1 2061 "expt"
"67746" "EC" "EC" 24030 "SOSS" "SO" 6 "b" 1 281 "expt"
"67747" "EC" "EC" 24030 "SOSS" "SO" 6 "c" 1 589 "expt"
"67748" "EC" "EC" 24030 "SOSS" "SO" 6 "d" 1 406 "expt"
"67749" "EC" "EC" 24030 "SOSS" "SO" 6 "e" 1 254 "expt"
"67750" "EC" "EC" 24030 "SOSS" "SO" 6 "f" 1 NA "expt"
"67751" "EC" "EC" 24030 "SOSS" "SO" 7 "a" 1 999 "expt"
"67752" "EC" "EC" 24030 "SOSS" "SO" 7 "b" 1 361 "expt"
"67753" "EC" "EC" 24030 "SOSS" "SO" 7 "c" 1 247 "expt"
"67754" "EC" "EC" 24030 "SOSS" "SO" 7 "d" 1 805 "expt"
"67755" "EC" "EC" 24030 "SOSS" "SO" 7 "e" 1 617 "expt"
"67756" "EC" "EC" 24030 "SOSS" "SO" 7 "f" 1 NA "expt"
"67757" "EC" "EC" 24030 "SOSS" "SO" 8 "a" 1 455 "expt"
"67758" "EC" "EC" 24030 "SOSS" "SO" 8 "b" 1 442 "expt"
"67759" "EC" "EC" 24030 "SOSS" "SO" 8 "c" 1 220 "expt"
"67760" "EC" "EC" 24030 "SOSS" "SO" 8 "d" 1 579 "expt"
"67761" "EC" "EC" 24030 "SOSS" "SO" 8 "e" 1 233 "expt"
"67762" "EC" "EC" 24030 "SOSS" "SO" 8 "f" 1 841 "expt"
"67763" "EC" "EC" 24030 "SOSS" "SO" 9 "a" 1 965 "expt"
"67764" "EC" "EC" 24030 "SOSS" "SO" 9 "b" 1 393 "expt"
"67765" "EC" "EC" 24030 "SOSS" "SO" 9 "c" 1 309 "expt"
"67766" "EC" "EC" 24030 "SOSS" "SO" 9 "d" 1 449 "expt"
"67767" "EC" "EC" 24030 "SOSS" "SO" 9 "e" 1 539 "expt"
"67768" "EC" "EC" 24030 "SOSS" "SO" 9 "f" 1 NA "expt"
"67769" "EC" "EC" 24030 "SOSS" "SO" 10 "a" 1 1471 "expt"
"67770" "EC" "EC" 24030 "SOSS" "SO" 10 "b" 1 241 "expt"
"67771" "EC" "EC" 24030 "SOSS" "SO" 10 "c" 1 223 "expt"
"67772" "EC" "EC" 24030 "SOSS" "SO" 10 "d" 1 4051 "expt"
"67773" "EC" "EC" 24030 "SOSS" "SO" 10 "e" 1 132 "expt"
"67774" "EC" "EC" 24030 "SOSS" "SO" 10 "f" 1 NA "expt"
"67775" "EC" "EC" 24030 "SOSS" "SO" 11 "a" 1 57 "expt"
"67776" "EC" "EC" 24030 "SOSS" "SO" 11 "b" 1 149 "expt"
"67777" "EC" "EC" 24030 "SOSS" "SO" 11 "c" 1 86 "expt"
"67778" "EC" "EC" 24030 "SOSS" "SO" 11 "d" 1 413 "expt"
"67779" "EC" "EC" 24030 "SOSS" "SO" 11 "e" 1 171 "expt"
"67780" "EC" "EC" 24030 "SOSS" "SO" 11 "f" 1 NA "expt"
"67781" "EC" "EC" 24030 "SOSS" "SO" 12 "a" 1 234 "expt"
"67782" "EC" "EC" 24030 "SOSS" "SO" 12 "b" 1 273 "expt"
"67783" "EC" "EC" 24030 "SOSS" "SO" 12 "c" 1 133 "expt"
"67784" "EC" "EC" 24030 "SOSS" "SO" 12 "d" 1 1603 "expt"
"67785" "EC" "EC" 24030 "SOSS" "SO" 12 "e" 1 1708 "expt"
"67786" "EC" "EC" 24030 "SOSS" "SO" 12 "f" 1 NA "expt"
