,GA,DAT,ANS,simset,sentCount,corrCount,acc
141,0.3,0.07,0.25,142,1000.0,941.0,0.941
142,0.4,0.07,0.25,143,1000.0,947.0,0.947
143,0.5,0.07,0.25,144,1000.0,960.0,0.96
144,0.6,0.07,0.25,145,1000.0,970.0,0.97
145,0.7,0.07,0.25,146,1000.0,964.0,0.964
146,0.8,0.07,0.25,147,1000.0,967.0,0.967
147,0.9,0.07,0.25,148,1000.0,973.0,0.973
148,1.0,0.07,0.25,149,1000.0,987.0,0.987
149,1.1,0.07,0.25,150,1000.0,980.0,0.98
150,0.2,0.08,0.25,151,1000.0,938.0,0.938
151,0.3,0.08,0.25,152,1000.0,936.0,0.936
152,0.4,0.08,0.25,153,1000.0,963.0,0.963
153,0.5,0.08,0.25,154,1000.0,957.0,0.957
154,0.6,0.08,0.25,155,1000.0,973.0,0.973
155,0.7,0.08,0.25,156,1000.0,958.0,0.958
156,0.8,0.08,0.25,157,1000.0,970.0,0.97
157,0.9,0.08,0.25,158,1000.0,974.0,0.974
158,1.0,0.08,0.25,159,1000.0,976.0,0.976
159,1.1,0.08,0.25,160,1000.0,979.0,0.979
160,0.2,0.09,0.25,161,1000.0,949.0,0.949
161,0.3,0.09,0.25,162,1000.0,948.0,0.948
162,0.4,0.09,0.25,163,1000.0,942.0,0.942
163,0.5,0.09,0.25,164,1000.0,957.0,0.957
164,0.6,0.09,0.25,165,1000.0,961.0,0.961
165,0.7,0.09,0.25,166,1000.0,974.0,0.974
166,0.8,0.09,0.25,167,1000.0,958.0,0.958
167,0.9,0.09,0.25,168,1000.0,967.0,0.967
168,1.0,0.09,0.25,169,1000.0,968.0,0.968
169,1.1,0.09,0.25,170,1000.0,973.0,0.973
170,0.2,0.1,0.25,171,1000.0,926.0,0.926
171,0.3,0.1,0.25,172,1000.0,938.0,0.938
172,0.4,0.1,0.25,173,1000.0,949.0,0.949
173,0.5,0.1,0.25,174,1000.0,947.0,0.947
174,0.6,0.1,0.25,175,1000.0,953.0,0.953
175,0.7,0.1,0.25,176,1000.0,962.0,0.962
176,0.8,0.1,0.25,177,1000.0,969.0,0.969
177,0.9,0.1,0.25,178,1000.0,960.0,0.96
178,1.0,0.1,0.25,179,1000.0,969.0,0.969
179,1.1,0.1,0.25,180,1000.0,970.0,0.97
180,0.2,0.05,0.3,181,1000.0,928.0,0.928
181,0.3,0.05,0.3,182,1000.0,924.0,0.924
182,0.4,0.05,0.3,183,1000.0,936.0,0.936
183,0.5,0.05,0.3,184,1000.0,948.0,0.948
184,0.6,0.05,0.3,185,1000.0,952.0,0.952
185,0.7,0.05,0.3,186,1000.0,948.0,0.948
186,0.8,0.05,0.3,187,1000.0,943.0,0.943
187,0.9,0.05,0.3,188,1000.0,965.0,0.965
188,1.0,0.05,0.3,189,1000.0,951.0,0.951
189,1.1,0.05,0.3,190,1000.0,947.0,0.947
190,0.2,0.06,0.3,191,1000.0,923.0,0.923
191,0.3,0.06,0.3,192,1000.0,909.0,0.909
192,0.4,0.06,0.3,193,1000.0,926.0,0.926
193,0.5,0.06,0.3,194,1000.0,931.0,0.931
194,0.6,0.06,0.3,195,1000.0,943.0,0.943
195,0.7,0.06,0.3,196,1000.0,944.0,0.944
196,0.8,0.06,0.3,197,1000.0,951.0,0.951
197,0.9,0.06,0.3,198,1000.0,965.0,0.965
198,1.0,0.06,0.3,199,1000.0,950.0,0.95
199,1.1,0.06,0.3,200,1000.0,946.0,0.946
200,0.2,0.07,0.3,201,1000.0,914.0,0.914
201,0.3,0.07,0.3,202,1000.0,905.0,0.905
202,0.4,0.07,0.3,203,1000.0,937.0,0.937
203,0.5,0.07,0.3,204,1000.0,929.0,0.929
204,0.6,0.07,0.3,205,1000.0,940.0,0.94
205,0.7,0.07,0.3,206,1000.0,939.0,0.939
206,0.8,0.07,0.3,207,1000.0,936.0,0.936
207,0.9,0.07,0.3,208,1000.0,941.0,0.941
208,1.0,0.07,0.3,209,1000.0,954.0,0.954
209,1.1,0.07,0.3,210,1000.0,960.0,0.96
210,0.2,0.08,0.3,211,1000.0,906.0,0.906
211,0.3,0.08,0.3,212,1000.0,914.0,0.914
212,0.4,0.08,0.3,213,1000.0,920.0,0.92
213,0.5,0.08,0.3,214,1000.0,924.0,0.924
214,0.6,0.08,0.3,215,1000.0,926.0,0.926
215,0.7,0.08,0.3,216,1000.0,928.0,0.928
216,0.8,0.08,0.3,217,1000.0,948.0,0.948
217,0.9,0.08,0.3,218,1000.0,941.0,0.941
218,1.0,0.08,0.3,219,1000.0,948.0,0.948
219,1.1,0.08,0.3,220,1000.0,956.0,0.956
220,0.2,0.09,0.3,221,1000.0,896.0,0.896
221,0.3,0.09,0.3,222,1000.0,908.0,0.908
222,0.4,0.09,0.3,223,1000.0,916.0,0.916
223,0.5,0.09,0.3,224,1000.0,923.0,0.923
224,0.6,0.09,0.3,225,1000.0,934.0,0.934
225,0.7,0.09,0.3,226,1000.0,924.0,0.924
226,0.8,0.09,0.3,227,1000.0,944.0,0.944
227,0.9,0.09,0.3,228,1000.0,951.0,0.951
228,1.0,0.09,0.3,229,1000.0,954.0,0.954
229,1.1,0.09,0.3,230,1000.0,938.0,0.938
230,0.2,0.1,0.3,231,1000.0,891.0,0.891
231,0.3,0.1,0.3,232,1000.0,902.0,0.902
232,0.4,0.1,0.3,233,1000.0,913.0,0.913
233,0.5,0.1,0.3,234,1000.0,931.0,0.931
234,0.6,0.1,0.3,235,1000.0,919.0,0.919
235,0.7,0.1,0.3,236,1000.0,930.0,0.93
236,0.8,0.1,0.3,237,1000.0,932.0,0.932
237,0.9,0.1,0.3,238,1000.0,934.0,0.934
238,1.0,0.1,0.3,239,1000.0,941.0,0.941
239,1.1,0.1,0.3,240,1000.0,953.0,0.953
240,0.2,0.05,0.35,241,1000.0,894.0,0.894
241,0.3,0.05,0.35,242,1000.0,891.0,0.891
242,0.4,0.05,0.35,243,1000.0,902.0,0.902
243,0.5,0.05,0.35,244,1000.0,904.0,0.904
244,0.6,0.05,0.35,245,1000.0,904.0,0.904
245,0.7,0.05,0.35,246,1000.0,932.0,0.932
246,0.8,0.05,0.35,247,1000.0,930.0,0.93
247,0.9,0.05,0.35,248,1000.0,939.0,0.939
248,1.0,0.05,0.35,249,1000.0,942.0,0.942
249,1.1,0.05,0.35,250,1000.0,914.0,0.914
250,0.2,0.06,0.35,251,1000.0,861.0,0.861
251,0.3,0.06,0.35,252,1000.0,884.0,0.884
252,0.4,0.06,0.35,253,1000.0,885.0,0.885
253,0.5,0.06,0.35,254,1000.0,900.0,0.9
254,0.6,0.06,0.35,255,1000.0,897.0,0.897
255,0.7,0.06,0.35,256,1000.0,922.0,0.922
256,0.8,0.06,0.35,257,1000.0,920.0,0.92
257,0.9,0.06,0.35,258,1000.0,920.0,0.92
258,1.0,0.06,0.35,259,1000.0,923.0,0.923
259,1.1,0.06,0.35,260,1000.0,934.0,0.934
260,0.2,0.07,0.35,261,1000.0,886.0,0.886
261,0.3,0.07,0.35,262,1000.0,865.0,0.865
262,0.4,0.07,0.35,263,1000.0,911.0,0.911
263,0.5,0.07,0.35,264,1000.0,891.0,0.891
264,0.6,0.07,0.35,265,1000.0,890.0,0.89
265,0.7,0.07,0.35,266,1000.0,902.0,0.902
266,0.8,0.07,0.35,267,1000.0,910.0,0.91
267,0.9,0.07,0.35,268,1000.0,924.0,0.924
268,1.0,0.07,0.35,269,1000.0,936.0,0.936
269,1.1,0.07,0.35,270,1000.0,919.0,0.919
270,0.2,0.08,0.35,271,1000.0,862.0,0.862
271,0.3,0.08,0.35,272,1000.0,873.0,0.873
272,0.4,0.08,0.35,273,1000.0,883.0,0.883
273,0.5,0.08,0.35,274,1000.0,901.0,0.901
274,0.6,0.08,0.35,275,1000.0,911.0,0.911
275,0.7,0.08,0.35,276,1000.0,895.0,0.895
276,0.8,0.08,0.35,277,1000.0,915.0,0.915
277,0.9,0.08,0.35,278,1000.0,939.0,0.939
278,1.0,0.08,0.35,279,1000.0,917.0,0.917
279,1.1,0.08,0.35,280,1000.0,930.0,0.93
280,0.2,0.09,0.35,281,1000.0,872.0,0.872
281,0.3,0.09,0.35,282,1000.0,871.0,0.871
282,0.4,0.09,0.35,283,1000.0,885.0,0.885
283,0.5,0.09,0.35,284,1000.0,909.0,0.909
284,0.6,0.09,0.35,285,1000.0,898.0,0.898
285,0.7,0.09,0.35,286,1000.0,905.0,0.905
286,0.8,0.09,0.35,287,1000.0,902.0,0.902
287,0.9,0.09,0.35,288,1000.0,910.0,0.91
288,1.0,0.09,0.35,289,1000.0,919.0,0.919
289,1.1,0.09,0.35,290,1000.0,925.0,0.925
290,0.2,0.1,0.35,291,1000.0,873.0,0.873
291,0.3,0.1,0.35,292,1000.0,847.0,0.847
292,0.4,0.1,0.35,293,1000.0,865.0,0.865
293,0.5,0.1,0.35,294,1000.0,882.0,0.882
294,0.6,0.1,0.35,295,1000.0,884.0,0.884
295,0.7,0.1,0.35,296,1000.0,903.0,0.903
296,0.8,0.1,0.35,297,1000.0,930.0,0.93
297,0.9,0.1,0.35,298,1000.0,918.0,0.918
298,1.0,0.1,0.35,299,1000.0,926.0,0.926
299,1.1,0.1,0.35,300,1000.0,922.0,0.922
300,0.2,0.05,0.4,301,1000.0,858.0,0.858
301,0.3,0.05,0.4,302,1000.0,883.0,0.883
302,0.4,0.05,0.4,303,1000.0,874.0,0.874
303,0.5,0.05,0.4,304,1000.0,885.0,0.885
304,0.6,0.05,0.4,305,1000.0,890.0,0.89
305,0.7,0.05,0.4,306,1000.0,899.0,0.899
306,0.8,0.05,0.4,307,1000.0,905.0,0.905
307,0.9,0.05,0.4,308,1000.0,892.0,0.892
308,1.0,0.05,0.4,309,1000.0,888.0,0.888
309,1.1,0.05,0.4,310,1000.0,912.0,0.912
310,0.2,0.06,0.4,311,1000.0,827.0,0.827
311,0.3,0.06,0.4,312,1000.0,855.0,0.855
312,0.4,0.06,0.4,313,1000.0,874.0,0.874
313,0.5,0.06,0.4,314,1000.0,882.0,0.882
314,0.6,0.06,0.4,315,1000.0,867.0,0.867
315,0.7,0.06,0.4,316,1000.0,863.0,0.863
316,0.8,0.06,0.4,317,1000.0,886.0,0.886
317,0.9,0.06,0.4,318,1000.0,894.0,0.894
318,1.0,0.06,0.4,319,1000.0,894.0,0.894
319,1.1,0.06,0.4,320,1000.0,900.0,0.9
320,0.2,0.07,0.4,321,1000.0,850.0,0.85
321,0.3,0.07,0.4,322,1000.0,857.0,0.857
322,0.4,0.07,0.4,323,1000.0,847.0,0.847
323,0.5,0.07,0.4,324,1000.0,862.0,0.862
324,0.6,0.07,0.4,325,1000.0,882.0,0.882
325,0.7,0.07,0.4,326,1000.0,877.0,0.877
326,0.8,0.07,0.4,327,1000.0,892.0,0.892
327,0.9,0.07,0.4,328,1000.0,901.0,0.901
328,1.0,0.07,0.4,329,1000.0,897.0,0.897
329,1.1,0.07,0.4,330,1000.0,913.0,0.913
330,0.2,0.08,0.4,331,1000.0,831.0,0.831
331,0.3,0.08,0.4,332,1000.0,842.0,0.842
332,0.4,0.08,0.4,333,1000.0,860.0,0.86
333,0.5,0.08,0.4,334,1000.0,854.0,0.854
334,0.6,0.08,0.4,335,1000.0,865.0,0.865
335,0.7,0.08,0.4,336,1000.0,878.0,0.878
336,0.8,0.08,0.4,337,1000.0,884.0,0.884
337,0.9,0.08,0.4,338,1000.0,864.0,0.864
338,1.0,0.08,0.4,339,1000.0,883.0,0.883
339,1.1,0.08,0.4,340,1000.0,897.0,0.897
340,0.2,0.09,0.4,341,1000.0,818.0,0.818
341,0.3,0.09,0.4,342,1000.0,841.0,0.841
342,0.4,0.09,0.4,343,1000.0,852.0,0.852
343,0.5,0.09,0.4,344,1000.0,856.0,0.856
344,0.6,0.09,0.4,345,1000.0,867.0,0.867
345,0.7,0.09,0.4,346,1000.0,872.0,0.872
346,0.8,0.09,0.4,347,1000.0,905.0,0.905
347,0.9,0.09,0.4,348,1000.0,889.0,0.889
348,1.0,0.09,0.4,349,1000.0,878.0,0.878
349,1.1,0.09,0.4,350,1000.0,892.0,0.892
350,0.2,0.1,0.4,351,1000.0,831.0,0.831
351,0.3,0.1,0.4,352,1000.0,837.0,0.837
352,0.4,0.1,0.4,353,1000.0,860.0,0.86
353,0.5,0.1,0.4,354,1000.0,864.0,0.864
354,0.6,0.1,0.4,355,1000.0,872.0,0.872
355,0.7,0.1,0.4,356,1000.0,878.0,0.878
356,0.8,0.1,0.4,357,1000.0,883.0,0.883
357,0.9,0.1,0.4,358,1000.0,884.0,0.884
358,1.0,0.1,0.4,359,1000.0,900.0,0.9
359,1.1,0.1,0.4,360,1000.0,896.0,0.896
360,0.2,0.05,0.45,361,1000.0,842.0,0.842
361,0.3,0.05,0.45,362,1000.0,836.0,0.836
362,0.4,0.05,0.45,363,1000.0,835.0,0.835
363,0.5,0.05,0.45,364,1000.0,849.0,0.849
364,0.6,0.05,0.45,365,1000.0,856.0,0.856
365,0.7,0.05,0.45,366,1000.0,877.0,0.877
366,0.8,0.05,0.45,367,1000.0,871.0,0.871
367,0.9,0.05,0.45,368,1000.0,887.0,0.887
368,1.0,0.05,0.45,369,1000.0,865.0,0.865
369,1.1,0.05,0.45,370,1000.0,870.0,0.87
370,0.2,0.06,0.45,371,1000.0,833.0,0.833
371,0.3,0.06,0.45,372,1000.0,855.0,0.855
372,0.4,0.06,0.45,373,1000.0,837.0,0.837
373,0.5,0.06,0.45,374,1000.0,843.0,0.843
374,0.6,0.06,0.45,375,1000.0,836.0,0.836
375,0.7,0.06,0.45,376,1000.0,857.0,0.857
376,0.8,0.06,0.45,377,1000.0,851.0,0.851
377,0.9,0.06,0.45,378,1000.0,875.0,0.875
378,1.0,0.06,0.45,379,1000.0,872.0,0.872
379,1.1,0.06,0.45,380,1000.0,867.0,0.867
380,0.2,0.07,0.45,381,1000.0,822.0,0.822
381,0.3,0.07,0.45,382,1000.0,828.0,0.828
382,0.4,0.07,0.45,383,1000.0,830.0,0.83
383,0.5,0.07,0.45,384,1000.0,832.0,0.832
384,0.6,0.07,0.45,385,1000.0,818.0,0.818
385,0.7,0.07,0.45,386,1000.0,851.0,0.851
386,0.8,0.07,0.45,387,1000.0,861.0,0.861
387,0.9,0.07,0.45,388,1000.0,884.0,0.884
388,1.0,0.07,0.45,389,1000.0,860.0,0.86
389,1.1,0.07,0.45,390,1000.0,855.0,0.855
390,0.2,0.08,0.45,391,1000.0,827.0,0.827
391,0.3,0.08,0.45,392,1000.0,827.0,0.827
392,0.4,0.08,0.45,393,1000.0,831.0,0.831
393,0.5,0.08,0.45,394,1000.0,840.0,0.84
394,0.6,0.08,0.45,395,1000.0,833.0,0.833
395,0.7,0.08,0.45,396,1000.0,848.0,0.848
396,0.8,0.08,0.45,397,1000.0,855.0,0.855
397,0.9,0.08,0.45,398,1000.0,877.0,0.877
398,1.0,0.08,0.45,399,1000.0,882.0,0.882
399,1.1,0.08,0.45,400,1000.0,880.0,0.88
400,0.2,0.09,0.45,401,1000.0,819.0,0.819
401,0.3,0.09,0.45,402,1000.0,827.0,0.827
402,0.4,0.09,0.45,403,1000.0,845.0,0.845
403,0.5,0.09,0.45,404,1000.0,832.0,0.832
404,0.6,0.09,0.45,405,1000.0,844.0,0.844
405,0.7,0.09,0.45,406,1000.0,866.0,0.866
406,0.8,0.09,0.45,407,1000.0,862.0,0.862
407,0.9,0.09,0.45,408,1000.0,857.0,0.857
408,1.0,0.09,0.45,409,1000.0,858.0,0.858
409,1.1,0.09,0.45,410,1000.0,887.0,0.887
410,0.2,0.1,0.45,411,1000.0,829.0,0.829
411,0.3,0.1,0.45,412,1000.0,812.0,0.812
412,0.4,0.1,0.45,413,1000.0,821.0,0.821
413,0.5,0.1,0.45,414,1000.0,844.0,0.844
414,0.6,0.1,0.45,415,1000.0,836.0,0.836
415,0.7,0.1,0.45,416,1000.0,841.0,0.841
416,0.8,0.1,0.45,417,1000.0,861.0,0.861
417,0.9,0.1,0.45,418,1000.0,837.0,0.837
418,1.0,0.1,0.45,419,1000.0,853.0,0.853
419,1.1,0.1,0.45,420,1000.0,876.0,0.876
